"Story","Title","Result","Date","Stability","Duration (s)"
"Testing different requests on the student application in diffrenet feature file","Check if the student application can be accessed by users","SUCCESS","2017-08-21T14:12:10.590+01:00[Europe/London]","0.0","0.06"
